,TIMESTAMP,FORECAST
98,20131105 3:00,0.48021382
99,20131105 4:00,0.19239226
100,20131105 5:00,0.10541691
101,20131105 6:00,0.04244151
102,20131105 7:00,0.025795966
103,20131105 8:00,0.025795966
104,20131105 9:00,0.025795966
105,20131105 10:00,0.071641885
106,20131105 11:00,0.22810972
107,20131105 12:00,0.30291593
108,20131105 13:00,0.32074746
109,20131105 14:00,0.33416322
110,20131105 15:00,0.36822918
111,20131105 16:00,0.34959334
112,20131105 17:00,0.31717384
113,20131105 18:00,0.3807884
114,20131105 19:00,0.5441393
115,20131105 20:00,0.4822566
116,20131105 21:00,0.5580817
117,20131105 22:00,0.54853785
118,20131105 23:00,0.69777876
119,20131106 0:00,0.6526786
120,20131106 1:00,0.54549706
121,20131106 2:00,0.3608092
122,20131106 3:00,0.18453002
123,20131106 4:00,0.13882801
124,20131106 5:00,0.10422321
125,20131106 6:00,0.07920155
126,20131106 7:00,0.058994696
127,20131106 8:00,0.089992896
128,20131106 9:00,0.08355856
129,20131106 10:00,0.048075605
130,20131106 11:00,0.11635862
131,20131106 12:00,0.1969071
132,20131106 13:00,0.23194757
133,20131106 14:00,0.2493038
134,20131106 15:00,0.4185289
135,20131106 16:00,0.6525533
136,20131106 17:00,0.22849518
137,20131106 18:00,0.025795966
138,20131106 19:00,0.025795966
139,20131106 20:00,0.10762959
140,20131106 21:00,0.47566494
141,20131106 22:00,0.3010908
142,20131106 23:00,0.21966954
143,20131107 0:00,0.21686724
144,20131107 1:00,0.090299115
145,20131107 2:00,0.10738367
146,20131107 3:00,0.15522069
147,20131107 4:00,0.46699247
148,20131107 5:00,0.53456837
149,20131107 6:00,0.25962836
150,20131107 7:00,0.15797827
151,20131107 8:00,0.6151934
152,20131107 9:00,0.6212098
153,20131107 10:00,0.27109072
154,20131107 11:00,0.80110866
155,20131107 12:00,0.34710982
156,20131107 13:00,0.28874695
157,20131107 14:00,0.79723334
158,20131107 15:00,0.6622907
159,20131107 16:00,0.5794327
160,20131107 17:00,0.9351113
161,20131107 18:00,0.43188307
162,20131107 19:00,0.63837254
163,20131107 20:00,0.60203224
164,20131107 21:00,0.7799994
165,20131107 22:00,0.9159162
166,20131107 23:00,0.91340744
167,20131108 0:00,0.888033
168,20131108 1:00,0.8154378
169,20131108 2:00,0.8150638
170,20131108 3:00,0.5176317
171,20131108 4:00,0.74714804
172,20131108 5:00,0.88416266
173,20131108 6:00,0.9525875
174,20131108 7:00,0.9149671
175,20131108 8:00,0.87871355
176,20131108 9:00,0.8285668
177,20131108 10:00,0.71432316
178,20131108 11:00,0.6340649
179,20131108 12:00,0.43233728
180,20131108 13:00,0.49446505
181,20131108 14:00,0.3368985
182,20131108 15:00,0.4736763
183,20131108 16:00,0.43786997
184,20131108 17:00,0.41842896
185,20131108 18:00,0.4481264
186,20131108 19:00,0.34584105
187,20131108 20:00,0.40967247
188,20131108 21:00,0.46069834
189,20131108 22:00,0.32900193
190,20131108 23:00,0.11984411
191,20131109 0:00,0.12141162
192,20131109 1:00,0.28382942
193,20131109 2:00,0.23018087
194,20131109 3:00,0.1850022
195,20131109 4:00,0.19323969
196,20131109 5:00,0.27874285
197,20131109 6:00,0.30282563
198,20131109 7:00,0.42479703
199,20131109 8:00,0.5412423
200,20131109 9:00,0.51345193
201,20131109 10:00,0.6473034
202,20131109 11:00,0.4829466
203,20131109 12:00,0.5230343
204,20131109 13:00,0.61857533
205,20131109 14:00,0.6741941
206,20131109 15:00,0.63194627
207,20131109 16:00,0.6006629
208,20131109 17:00,0.5123002
209,20131109 18:00,0.528825
210,20131109 19:00,0.636569
211,20131109 20:00,0.6261978
212,20131109 21:00,0.6012215
213,20131109 22:00,0.57052815
214,20131109 23:00,0.5132615
215,20131110 0:00,0.7709376
216,20131110 1:00,0.6958746
217,20131110 2:00,0.43732485
218,20131110 3:00,0.3054915
219,20131110 4:00,0.27575883
220,20131110 5:00,0.23003736
221,20131110 6:00,0.26208532
222,20131110 7:00,0.28186303
223,20131110 8:00,0.31942648
224,20131110 9:00,0.42236245
225,20131110 10:00,0.3777751
226,20131110 11:00,0.32898378
227,20131110 12:00,0.31821418
228,20131110 13:00,0.5143587
229,20131110 14:00,0.7099915
230,20131110 15:00,0.8388454
231,20131110 16:00,0.726086
232,20131110 17:00,0.75052565
233,20131110 18:00,0.7491238
234,20131110 19:00,0.5910181
235,20131110 20:00,0.40425012
236,20131110 21:00,0.24041012
237,20131110 22:00,0.19391769
238,20131110 23:00,0.1820183
239,20131111 0:00,0.22499958
240,20131111 1:00,0.20019256
241,20131111 2:00,0.16939512
242,20131111 3:00,0.22490993
243,20131111 4:00,0.23941351
244,20131111 5:00,0.23702583
245,20131111 6:00,0.29969954
246,20131111 7:00,0.29311585
247,20131111 8:00,0.237681
248,20131111 9:00,0.1974962
249,20131111 10:00,0.685373
250,20131111 11:00,0.7771414
251,20131111 12:00,0.52495563
252,20131111 13:00,0.42588726
253,20131111 14:00,0.44096786
254,20131111 15:00,0.3005578
255,20131111 16:00,0.2569831
256,20131111 17:00,0.15024987
257,20131111 18:00,0.03935535
258,20131111 19:00,0.04709705
259,20131111 20:00,0.089940414
260,20131111 21:00,0.035581034
261,20131111 22:00,0.025795966
262,20131111 23:00,0.025795966
263,20131112 0:00,0.025795966
264,20131112 1:00,0.08301697
265,20131112 2:00,0.14031295
266,20131112 3:00,0.13208908
267,20131112 4:00,0.19090286
268,20131112 5:00,0.23955716
269,20131112 6:00,0.2457452
270,20131112 7:00,0.32231295
271,20131112 8:00,0.43926898
272,20131112 9:00,0.56177086
273,20131112 10:00,0.7554425
274,20131112 11:00,0.58629155
275,20131112 12:00,0.42565098
276,20131112 13:00,0.35213152
277,20131112 14:00,0.48958224
278,20131112 15:00,0.653798
279,20131112 16:00,0.54129666
280,20131112 17:00,0.4022884
281,20131112 18:00,0.32725468
282,20131112 19:00,0.23385829
283,20131112 20:00,0.15901603
284,20131112 21:00,0.12732507
285,20131112 22:00,0.0619399
286,20131112 23:00,0.03115515
287,20131113 0:00,0.025795966
288,20131113 1:00,0.025795966
289,20131113 2:00,0.025795966
290,20131113 3:00,0.025795966
291,20131113 4:00,0.025795966
292,20131113 5:00,0.025795966
293,20131113 6:00,0.028672757
294,20131113 7:00,0.05744043
295,20131113 8:00,0.14747843
296,20131113 9:00,0.32873935
297,20131113 10:00,0.5306913
298,20131113 11:00,0.3484875
299,20131113 12:00,0.31457785
300,20131113 13:00,0.4951547
301,20131113 14:00,0.56991386
302,20131113 15:00,0.27501974
303,20131113 16:00,0.23204626
304,20131113 17:00,0.22257148
305,20131113 18:00,0.11779301
306,20131113 19:00,0.17108376
307,20131113 20:00,0.27020782
308,20131113 21:00,0.52953154
309,20131113 22:00,0.60237455
310,20131113 23:00,0.4266049
311,20131114 0:00,0.34950268
312,20131114 1:00,0.29239362
313,20131114 2:00,0.07629642
314,20131114 3:00,0.025795966
315,20131114 4:00,0.04118773
316,20131114 5:00,0.27510083
317,20131114 6:00,0.5183117
318,20131114 7:00,0.59444433
319,20131114 8:00,0.35639283
320,20131114 9:00,0.30826646
321,20131114 10:00,0.18176007
322,20131114 11:00,0.078852475
323,20131114 12:00,0.19788009
324,20131114 13:00,0.33958888
325,20131114 14:00,0.33499643
326,20131114 15:00,0.3198608
327,20131114 16:00,0.32944557
328,20131114 17:00,0.41972798
329,20131114 18:00,0.3390726
330,20131114 19:00,0.3550509
331,20131114 20:00,0.28964946
332,20131114 21:00,0.32209566
333,20131114 22:00,0.415068
334,20131114 23:00,0.3623601
335,20131115 0:00,0.33186302
336,20131115 1:00,0.23301502
337,20131115 2:00,0.20119278
338,20131115 3:00,0.2293918
339,20131115 4:00,0.43275517
340,20131115 5:00,0.3925538
341,20131115 6:00,0.30518422
342,20131115 7:00,0.1334662
343,20131115 8:00,0.036185365
344,20131115 9:00,0.054663356
345,20131115 10:00,0.3555405
346,20131115 11:00,0.28643674
347,20131115 12:00,0.24810846
348,20131115 13:00,0.34031367
349,20131115 14:00,0.5666247
350,20131115 15:00,0.8028707
351,20131115 16:00,0.8216165
352,20131115 17:00,0.9396742
353,20131115 18:00,0.9525289
354,20131115 19:00,0.94737977
355,20131115 20:00,0.9433067
356,20131115 21:00,0.9195659
357,20131115 22:00,0.8801343
358,20131115 23:00,0.80251324
359,20131116 0:00,0.793075
360,20131116 1:00,0.6531623
361,20131116 2:00,0.3514607
362,20131116 3:00,0.11197014
363,20131116 4:00,0.035054483
364,20131116 5:00,0.048110247
365,20131116 6:00,0.08577804
366,20131116 7:00,0.09687467
367,20131116 8:00,0.13397828
368,20131116 9:00,0.22797525
369,20131116 10:00,0.35396287
370,20131116 11:00,0.48561546
371,20131116 12:00,0.6611816
372,20131116 13:00,0.5590131
373,20131116 14:00,0.5684863
374,20131116 15:00,0.44008663
375,20131116 16:00,0.42003685
376,20131116 17:00,0.45681974
377,20131116 18:00,0.41030824
378,20131116 19:00,0.35315597
379,20131116 20:00,0.35137913
380,20131116 21:00,0.2935944
381,20131116 22:00,0.23291636
382,20131116 23:00,0.15374051
383,20131117 0:00,0.16863091
384,20131117 1:00,0.17978355
385,20131117 2:00,0.05711055
386,20131117 3:00,0.033613324
387,20131117 4:00,0.028362574
388,20131117 5:00,0.027242688
389,20131117 6:00,0.025795966
390,20131117 7:00,0.025795966
391,20131117 8:00,0.025795966
392,20131117 9:00,0.025795966
393,20131117 10:00,0.03919117
394,20131117 11:00,0.18782705
395,20131117 12:00,0.15776542
396,20131117 13:00,0.15514092
397,20131117 14:00,0.1469739
398,20131117 15:00,0.20194308
399,20131117 16:00,0.20278278
400,20131117 17:00,0.20400678
401,20131117 18:00,0.18790728
402,20131117 19:00,0.17218615
403,20131117 20:00,0.18258828
404,20131117 21:00,0.12970652
405,20131117 22:00,0.087351575
406,20131117 23:00,0.072426
407,20131118 0:00,0.054108173
408,20131118 1:00,0.0757819
409,20131118 2:00,0.061053507
410,20131118 3:00,0.07203392
411,20131118 4:00,0.07455254
412,20131118 5:00,0.054672033
413,20131118 6:00,0.060410555
414,20131118 7:00,0.05233038
415,20131118 8:00,0.044240754
416,20131118 9:00,0.08504392
417,20131118 10:00,0.08722918
418,20131118 11:00,0.1340754
419,20131118 12:00,0.048058286
420,20131118 13:00,0.025795966
421,20131118 14:00,0.025795966
422,20131118 15:00,0.025795966
423,20131118 16:00,0.055262
424,20131118 17:00,0.19842465
425,20131118 18:00,0.30264485
426,20131118 19:00,0.13885452
427,20131118 20:00,0.06681849
428,20131118 21:00,0.22078003
429,20131118 22:00,0.40960887
430,20131118 23:00,0.425442
431,20131119 0:00,0.39248118
432,20131119 1:00,0.3790911
433,20131119 2:00,0.48781228
434,20131119 3:00,0.49492782
435,20131119 4:00,0.2424665
436,20131119 5:00,0.084965274
437,20131119 6:00,0.09220688
438,20131119 7:00,0.10275783
439,20131119 8:00,0.14761123
440,20131119 9:00,0.12380788
441,20131119 10:00,0.09238194
442,20131119 11:00,0.07080567
443,20131119 12:00,0.10760324
444,20131119 13:00,0.45745555
445,20131119 14:00,0.7547908
446,20131119 15:00,0.89079016
447,20131119 16:00,0.8279858
448,20131119 17:00,0.9094371
449,20131119 18:00,0.90807027
450,20131119 19:00,0.6562779
451,20131119 20:00,0.15161397
452,20131119 21:00,0.15901603
453,20131119 22:00,0.4564746
454,20131119 23:00,0.7043415
455,20131120 0:00,0.28132188
456,20131120 1:00,0.13125065
457,20131120 2:00,0.064869836
458,20131120 3:00,0.1522341
459,20131120 4:00,0.25254014
460,20131120 5:00,0.19367681
461,20131120 6:00,0.12845391
462,20131120 7:00,0.08784124
463,20131120 8:00,0.09768962
464,20131120 9:00,0.23581432
465,20131120 10:00,0.74047494
466,20131120 11:00,0.7415259
467,20131120 12:00,0.5428357
468,20131120 13:00,0.37983537
469,20131120 14:00,0.401907
470,20131120 15:00,0.54721665
471,20131120 16:00,0.45842752
472,20131120 17:00,0.32445773
473,20131120 18:00,0.29182485
474,20131120 19:00,0.21955314
475,20131120 20:00,0.19335565
476,20131120 21:00,0.36833805
477,20131120 22:00,0.5422744
478,20131120 23:00,0.38165063
479,20131121 0:00,0.34069416
480,20131121 1:00,0.16509561
481,20131121 2:00,0.044993576
482,20131121 3:00,0.02638147
483,20131121 4:00,0.029319052
484,20131121 5:00,0.051385436
485,20131121 6:00,0.0789921
486,20131121 7:00,0.19869249
487,20131121 8:00,0.32858548
488,20131121 9:00,0.35973907
489,20131121 10:00,0.4760373
490,20131121 11:00,0.57684153
491,20131121 12:00,0.51220953
492,20131121 13:00,0.5919469
493,20131121 14:00,0.775361
494,20131121 15:00,0.50501716
495,20131121 16:00,0.3798626
496,20131121 17:00,0.24709298
497,20131121 18:00,0.248423
498,20131121 19:00,0.18942271
499,20131121 20:00,0.20028186
500,20131121 21:00,0.21697463
501,20131121 22:00,0.23025262
502,20131121 23:00,0.11481032
503,20131122 0:00,0.26870346
504,20131122 1:00,0.2792117
505,20131122 2:00,0.18065597
506,20131122 3:00,0.13662784
507,20131122 4:00,0.15899828
508,20131122 5:00,0.1973445
509,20131122 6:00,0.33370134
510,20131122 7:00,0.37507066
511,20131122 8:00,0.39644918
512,20131122 9:00,0.51319796
513,20131122 10:00,0.58997196
514,20131122 11:00,0.6291714
515,20131122 12:00,0.6993712
516,20131122 13:00,0.5951926
517,20131122 14:00,0.34791648
518,20131122 15:00,0.39400658
519,20131122 16:00,0.36246902
520,20131122 17:00,0.40522194
521,20131122 18:00,0.41278797
522,20131122 19:00,0.4484081
523,20131122 20:00,0.40246102
524,20131122 21:00,0.4098905
525,20131122 22:00,0.27803054
526,20131122 23:00,0.2358502
527,20131123 0:00,0.28998342
528,20131123 1:00,0.18401337
529,20131123 2:00,0.22330607
530,20131123 3:00,0.17190163
531,20131123 4:00,0.14812468
532,20131123 5:00,0.14735451
533,20131123 6:00,0.09996873
534,20131123 7:00,0.10513601
535,20131123 8:00,0.15945071
536,20131123 9:00,0.34469914
537,20131123 10:00,0.3213628
538,20131123 11:00,0.45654726
539,20131123 12:00,0.4984578
540,20131123 13:00,0.7530639
541,20131123 14:00,0.61639893
542,20131123 15:00,0.5195083
543,20131123 16:00,0.5992212
544,20131123 17:00,0.5515601
545,20131123 18:00,0.38096082
546,20131123 19:00,0.41908303
547,20131123 20:00,0.5224361
548,20131123 21:00,0.544963
549,20131123 22:00,0.56475395
550,20131123 23:00,0.38718808
551,20131124 0:00,0.27237022
552,20131124 1:00,0.088742025
553,20131124 2:00,0.03217272
554,20131124 3:00,0.025795966
555,20131124 4:00,0.026019827
556,20131124 5:00,0.02584762
557,20131124 6:00,0.033803143
558,20131124 7:00,0.030879244
559,20131124 8:00,0.029129457
560,20131124 9:00,0.031077547
561,20131124 10:00,0.057041105
562,20131124 11:00,0.18196486
563,20131124 12:00,0.19962999
564,20131124 13:00,0.23131081
565,20131124 14:00,0.33727887
566,20131124 15:00,0.36514482
567,20131124 16:00,0.2681
568,20131124 17:00,0.287303
569,20131124 18:00,0.33579344
570,20131124 19:00,0.35249418
571,20131124 20:00,0.29203248
572,20131124 21:00,0.36931792
573,20131124 22:00,0.4579461
574,20131124 23:00,0.30094627
575,20131125 0:00,0.19671075
576,20131125 1:00,0.19529176
577,20131125 2:00,0.09443945
578,20131125 3:00,0.025795966
579,20131125 4:00,0.025795966
580,20131125 5:00,0.025795966
581,20131125 6:00,0.025795966
582,20131125 7:00,0.025795966
583,20131125 8:00,0.025795966
584,20131125 9:00,0.025795966
585,20131125 10:00,0.0615575
586,20131125 11:00,0.031517304
587,20131125 12:00,0.03265574
588,20131125 13:00,0.109078914
589,20131125 14:00,0.25143427
590,20131125 15:00,0.508854
591,20131125 16:00,0.7897964
592,20131125 17:00,0.8750477
593,20131125 18:00,0.9099549
594,20131125 19:00,0.9462045
595,20131125 20:00,0.92200243
596,20131125 21:00,0.8794925
597,20131125 22:00,0.81449836
598,20131125 23:00,0.3724119
599,20131126 0:00,0.079646654
600,20131126 1:00,0.091777995
601,20131126 2:00,0.036245793
602,20131126 3:00,0.025795966
603,20131126 4:00,0.025795966
604,20131126 5:00,0.025795966
605,20131126 6:00,0.025795966
606,20131126 7:00,0.025795966
607,20131126 8:00,0.025795966
608,20131126 9:00,0.025795966
609,20131126 10:00,0.025795966
610,20131126 11:00,0.043401577
611,20131126 12:00,0.14314263
612,20131126 13:00,0.38000783
613,20131126 14:00,0.5297038
614,20131126 15:00,0.7436183
615,20131126 16:00,0.9055729
616,20131126 17:00,0.8948241
617,20131126 18:00,0.93772185
618,20131126 19:00,0.9702102
619,20131126 20:00,0.94407964
620,20131126 21:00,0.91652614
621,20131126 22:00,0.8359299
622,20131126 23:00,0.843893
623,20131127 0:00,0.7722984
624,20131127 1:00,0.7692339
625,20131127 2:00,0.69314164
626,20131127 3:00,0.6292252
627,20131127 4:00,0.43016604
628,20131127 5:00,0.51698804
629,20131127 6:00,0.50817376
630,20131127 7:00,0.46592078
631,20131127 8:00,0.46068016
632,20131127 9:00,0.42729533
633,20131127 10:00,0.29452443
634,20131127 11:00,0.1577122
635,20131127 12:00,0.4313834
636,20131127 13:00,0.3660882
637,20131127 14:00,0.33363795
638,20131127 15:00,0.34911293
639,20131127 16:00,0.14249697
640,20131127 17:00,0.025795966
641,20131127 18:00,0.025795966
642,20131127 19:00,0.025795966
643,20131127 20:00,0.06524384
644,20131127 21:00,0.08296456
645,20131127 22:00,0.025795966
646,20131127 23:00,0.07785779
647,20131128 0:00,0.18644568
648,20131128 1:00,0.26754162
649,20131128 2:00,0.46517602
650,20131128 3:00,0.75456166
651,20131128 4:00,0.5241672
652,20131128 5:00,0.21848764
653,20131128 6:00,0.37125048
654,20131128 7:00,0.5725969
655,20131128 8:00,0.5849653
656,20131128 9:00,0.50360197
657,20131128 10:00,0.3366177
658,20131128 11:00,0.19321288
659,20131128 12:00,0.17686446
660,20131128 13:00,0.1592378
661,20131128 14:00,0.33553982
662,20131128 15:00,0.7551518
663,20131128 16:00,0.70076746
664,20131128 17:00,0.9449532
665,20131128 18:00,0.97548014
666,20131128 19:00,0.9811894
667,20131128 20:00,0.98372066
668,20131128 21:00,0.97394085
669,20131128 22:00,0.97961986
670,20131128 23:00,0.97159314
671,20131129 0:00,0.9473041
672,20131129 1:00,0.91319543
673,20131129 2:00,0.8933065
674,20131129 3:00,0.7183591
675,20131129 4:00,0.43506283
676,20131129 5:00,0.34467193
677,20131129 6:00,0.395305
678,20131129 7:00,0.38759655
679,20131129 8:00,0.3829578
680,20131129 9:00,0.38467342
681,20131129 10:00,0.48280135
682,20131129 11:00,0.6323412
683,20131129 12:00,0.70283914
684,20131129 13:00,0.69981587
685,20131129 14:00,0.7207881
686,20131129 15:00,0.6577995
687,20131129 16:00,0.77364117
688,20131129 17:00,0.8846329
689,20131129 18:00,0.8852824
690,20131129 19:00,0.8467942
691,20131129 20:00,0.95318234
692,20131129 21:00,0.97512245
693,20131129 22:00,0.9489487
694,20131129 23:00,0.9452388
695,20131130 0:00,0.9625432
696,20131130 1:00,0.9377471
697,20131130 2:00,0.9086646
698,20131130 3:00,0.91183007
699,20131130 4:00,0.7818484
700,20131130 5:00,0.4592632
701,20131130 6:00,0.42307097
702,20131130 7:00,0.38862243
703,20131130 8:00,0.4743937
704,20131130 9:00,0.60445523
705,20131130 10:00,0.71529025
706,20131130 11:00,0.5994466
707,20131130 12:00,0.53373504
708,20131130 13:00,0.67838943
709,20131130 14:00,0.9030566
710,20131130 15:00,0.9840856
711,20131130 16:00,0.9793042
712,20131130 17:00,0.9801348
713,20131130 18:00,0.96250975
714,20131130 19:00,0.9814302
715,20131130 20:00,0.95309013
716,20131130 21:00,0.9760291
717,20131130 22:00,0.96258503
718,20131130 23:00,0.9412808
719,20131201 0:00,0.79602814
